 a sight to see , from a hole in the wall, autumn moon,
 a single blade, of grass beckons , the firefly,
 a skinny flea, makes a healthy ruckus , mountain home,
 a skinny louse, born into the realm, of blossoms,
 a skylark sings , a man facing, sunset,
 a small child, a bundle of hay on his back , fifth month rain,
 a small child, chews on a pipe , they harvest the rice,
 a smattering of lanterns, here and there , the year's first crow,
 a smattering of mosquitoes , from today on, an old man's world,
 a snapping turtle too, crows the time , spring moon,
 a sneeze, a cover up , with her fan,
 a snowball hit , holy jizo's, cheek,
 a so called summer moon , one night, two nights ,
 a softly blowing, world improving breeze , fireflies flit,
 a soot covered doll, but displayed in the seat, of honor,
 a soot grimed, umbrella hat too , on cherry blossom day,
 a soot grimed amida buddha, at my side , evening cool,
 a sparrow chirping, in his lap , snow buddha,
 a spider descends, in vain , buddha's birthday flowers,
 a spitting image, of her mother , kitten,
 a splash for the white, chrysanthemum , hand wash water,
 a splendid mountain home, and roses, of sharon,
 a splendid tall, young bamboo , while i was away,
 a splendid tall, young bamboo , young bamboo ,
 a splendid world , even the snake, leaves his hole,
 a spring butterfly, peaceful calm, in the seat of honor,
 a spring day in winter , i go out for a walk, a fly comes along,
 a standing priest, a standing crane , field chrysanthemums,
 a starling from the sticks , he taunts , how cold it is,
 a starling from the sticks , i'm called , steady winter rain,
 a straight line, all the way to kyoto , umbrella hatted blossom viewers,
 a studded palanquin, for the migrating servant , kyoto,
 a stupid quarrel , the cuckoo hurries, away,
 a substitute singer, for the nightingale , sparrow,
 a suitable mountain, for me , cloud without peaks,
 a sumiyoshi shrine charm, attached too , gate's pine decoration,
 a summer rainstorm , scratches, my itch,
 a sumo wrestler, makes it blow , autumn wind,
 a sunshade, of broken branches , siesta,
 a swallow , not at all bothered, by my smoke,
 a swish swish, deep in the thicket , flowering mustard,
 a tabby cat too, spends a night , blooming bush clover ,
 a talented one, posed on one foot , rice field geese,
 a tall chrysanthemum, in the dead center, of the heat,
 a teeny tiny bit , even heaven's snow, in short supply,
 a temple, in the chinese style , with peonies ,
 a thing to celebrate , the mosquitoes of kazusa, feast on me too,
 a third day, for citizens of edo , summer's first bonito,
 a thirty foot wooden sword, on their shoulders , summer kimonos,
 a thousand gallons, shower from the eaves , cherry blossoms,
 a thousand years, until the next life , mr and mrs crane,
 a throng from echigo, singing songs down the highway, they go,
 a tide wall, for the coast camellias, blooming,
 a toy flute trills, a cane click clacks , winter moon,
 a traveler, walking along airing, out his clothes,
 a traveler's sky , twelfth month, 29th day,
 a treasure at my gate, pearls, of dew,
 a tree stump at the edge, of his holy face , picking herbs,
 a trendy kite soars, over the mountain, home,
 a trendy kite soars , below, a beggar's hut,
 a triangle of snow, blown on the floor , to my pillow,
 a trifle, next to mount fuji , willow,
 a troop of children, march behind her , mother sparrow,
 a twelve foot wooden sword, on their shoulders , summer kimonos,
 a twice fired sake, induced ruckus , summer moon,
 a typical new year's day, spent viewing, plum blossoms,
 a vast river island, gone without a trace , summer moon,
 a vast wheat field, dotted with blooming, peonies,
 a vegetable hodgepodge, on butterbur leaves , cherry blossom shade,
 a vegetable hodgepodge, on butterbur leaves , mountain cherry blossoms,
 a victory shout , the old man's chrysanthemum, has won ,
 a village of slackers, lackadaisical, plum blossoms,
 a visitor views, the field of mustard blossoms , villa shed,
 a war lord, drenching wet passes, my cozy brazier,
 a war lord too, draws near our fire , oi river,
 a wastepaper kite, next to that of maeda, lord kaga ,
 a water drop in grass, fresh made , cool wind,
 a weasel sports, with the shrine's guard , a cold night,
 a white fan , the sound of wind, sounds new ,
 a white fan ,  who gave it to you , they ask,
 a whole bonito fish, for the shotgun house, an uproar ,
 a whole country, of favorite spots , blossom clouds,
 a wife a child , foretelling my fate , blossoms scatter too,
 a wifeless man, makes his plants bloom , evening cool,
 a wiggling worm, peeks out winter rain , winter rain ,
 a willow droops, and also drooping , shimosa mountains,
 a willow stands, at the entrance gate , kyoto,
 a wind blown boat, a skylark, crossing paths,
 a wind break, for the nursing child , scarecrow,
 a wind chime's, empty babble ends, the year,
 a wind of love, even for the great mountain's, deer ,
 a windbreak, in the winter withering , mountain home,
 a windy place , but one cherry tree, in bloom,
 a winter rain, bumps into the back, window,
 a winter storm, overruns the man , homeward bound,
 a winter's worth of snow, melting , a humongous moon,
 a wisteria trellis, joins the fray , buddha's birthday flowers,
 a wood fire , her shadow in the window, pulling thread,
 a world healing, night of the 15th , moon gazing,
 a world of plum blossoms, and willows , mankind's spring,
 a wren, on the dog's prowling route, creeps,
 a wretched shame , my heart, like the autumn sky,
 a wrinkled face, he's my age , lanterns for the dead,
 a wrinkled face, but a splendid new, summer robe ,
 a year older, the dog and the crow , headcount,
 a year older, sparrows in the bamboo , warm hearted,
 a yellow rose, offered as a gift , by the fence,
 abandoned fan , i return it, to the plum blossom thief,
 about a hundred birds, passing through , plum blossoms,
 about as good, as the morning glories , temple bell,
 about halfway, burned out , lanterns for the dead,
 about ten decorate, the bamboo grass , rice dumplings,
 about ten strands, loaded on the dog , heads of rice,
 about ten times through, for the foundling , purification hoop,
 about ten years old , the calendar, on my hut's wall,
 about three people, per block , summer robes,
 above the hibachis, of the old quarter, day breaks,
 absent minded, i'm the scarecrow's, replacement,
 accompanied by the cat, i hide it by the pine , swept soot,
 accompanying, the cricket's song , evening cloth pounding,
 accompanying the rain, with its tail , a pheasant,
 account book, for a pillow , the summer heat,
 accusing the pine, of foolishness , evening mist,
 acorn , rolling three times, then into the pond,
 across the dried river, lightning, flickers,
 across the land, calm and happy go lucky , scarecrows,
 across the wide plain, a migrating servant, in a palanquin,
 acting as guide, on the mountain road , horsefly,
 acting like people, pigeons and sparrows, at low tide,
 adashi field , preceding the dewdrops, butterflies,
 added to, holy jizo's jewel , a plum,
 adding its darkness, to the great darkness , one leaf falls,
 adding themselves, to the bird's nest , cherry blossoms,
 adding to, my solitude , frost on the window,
 adding to my hut's, thatch a smidgen, of plume grass,
 adding to the frost, the samurai's discarded, topknot,
 admirable , he beats the gourd, non stop,
 admonishing, my heavy drinking , mountain cuckoo,
 after a hacking cold, right away , twelfth month singers,
 after a scolding, the weary cormorants, dive again,
 after a second piss, right away , moon gazing,
 after a wasted night, the rain falls , katydid,
 after biting the horse, the horsefly hides out , lotus blossoms,
 after blooming, they're roped off , cherry blossoms,
 after blooming, the plum tree a scratching post , horse's head,
 after blooming day, twining 'round my legs , bush clover,
 after cleaning the big well, and the little well , moon gazing,
 after cleaning the well, putting back the fish , moon at dusk,
 after crossing it, now being careful , ice,
 after cutting, the loofah vine , strangers,
 after dark, now i want to fix it , grafted tree,
 after dawn hits, the willow , a cuckoo sings,
 after eating pine needles, a chaser, of medicine,
 after feasting on people, the horsefly mounts, the lotus,
 after getting drunk, even our talk , double cherry blossoms,
 after getting it, it's dropped so soon , paper fan,
 after getting it, it's lost so soon , paper fan,
 after getting up, i hear a crow , starting my charcoal fire,
 after great effort, picking the big chestnut , a wormhole,
 after leaving kyoto, catching your breath , first firefly,
 after licking the temple's gruel, talking, sparrows,
 after many nights, telling me bedtime stories, the geese have left,
 after merriment, in the moonlight , a grave visit,
 after morning's hot bath, trying it on , summer kimono,
 after one day, among people , one leaf left,
 after pissing, rinsing the hands , slanting winter rain,
 after plastering , the gate with fleas, the dog runs off,
 after pounding, the seven herbs of health , he sleeps,
 after praying for rain, the result , a flood ,
 after praying for rain, in a mood, to shoot the musket,
 after pufferfish soup, soon fans, are flitting,
 after re papering, the first thing i fan , duckweed,
 after re papering, the first thing i fan , weeds,
